kraken_taxid	species_name	assembly_accession	ncbi_taxid
45787	OLB17 sp023391155	GCA_023391155.1	1978231
45788	OLB17 sp023415725	GCA_023415725.1	1978231
45789	OLB17 sp023436495	GCA_023436495.1	1978231
45790	OLB17 sp025362075	GCA_025362075.1	2099375
45791	OLB17 sp025929655	GCA_025929655.1	2283092
45792	OLB17 sp029781855	GCA_029781855.1	1978231
45793	OLB17 sp029945985	GCA_029945985.1	1869227
45794	OLB17 sp030372865	GCA_030372865.1	2283092
45795	OLB17 sp031362825	GCA_031362825.1	1978231
45796	OLB17 sp031376085	GCA_031376085.1	2099375
45797	OLB17 sp031389475	GCA_031389475.1	2283092
45798	OLB17 sp031392105	GCA_031392105.1	1978231
45799	OLB17 sp031398645	GCA_031398645.1	1978231
45800	OLB17 sp031402865	GCA_031402865.1	2099375
45801	OLB17 sp031404055	GCA_031404055.1	2099375
45802	OLB17 sp031405985	GCA_031405985.1	1978231
45803	OLB17 sp031408595	GCA_031408595.1	1978231
45804	OLB17 sp031425495	GCA_031425495.1	1978231
45805	OLB17 sp031430895	GCA_031430895.1	2099375
45806	OLB17 sp031431415	GCA_031431415.1	1978231
45807	OLB17 sp035250805	GCA_035250805.1	2283092
45808	OLB17 sp035274235	GCA_035274235.1	2283092
45809	OLB17 sp035327545	GCA_035327545.1	2283092
45810	OLB17 sp035432765	GCA_035432765.1	2283092
45811	OLB17 sp035461325	GCA_035461325.1	2283092
45812	OLB17 sp035494575	GCA_035494575.1	2283092
45813	OLB17 sp035526605	GCA_035526605.1	2283092
45814	OLB17 sp035536695	GCA_035536695.1	2283092
45815	OLB17 sp035573795	GCA_035573795.1	2283092
45816	OLB17 sp035995005	GCA_035995005.1	2283092
45817	OLB17 sp036375155	GCA_036375155.1	2283092
45818	OLB17 sp036493385	GCA_036493385.1	2283092
45819	OLB17 sp036758705	GCA_036758705.1	2283092
45820	OLB17 sp036802885	GCA_036802885.1	2283092
45821	OLB17 sp037720205	GCA_037720205.1	2283092
45822	OLB17 sp037723965	GCA_037723965.1	2283092
45823	OLB17 sp037969295	GCA_037969295.1	2283092
45824	OLB17 sp038212935	GCA_038212935.1	3121915
45825	OLB17 sp038226395	GCA_038226395.1	3121915
45826	OLB17 sp038227175	GCA_038227175.1	3121915
45827	OLB17 sp038245555	GCA_038245555.1	3121915
45828	OLB17 sp038248245	GCA_038248245.1	3121915
45829	OLB17 sp038254305	GCA_038254305.1	3121915
45830	OLB17 sp038256005	GCA_038256005.1	3121915
45831	OLB17 sp038257355	GCA_038257355.1	3121915
45832	OLB17 sp038323125	GCA_038323125.1	3121915
45833	OLB17 sp039916585	GCA_039916585.1	2283092
45834	OLB17 sp039920905	GCA_039920905.1	2283092
45835	OLB17 sp039931335	GCA_039931335.1	1978231
45836	OLB17 sp039934155	GCA_039934155.1	1978231
45837	OLB17 sp039934315	GCA_039934315.1	2283092
45838	OLB17 sp040004905	GCA_040004905.1	1978231
45839	OLB17 sp040005135	GCA_040005135.1	1978231
45840	OLB17 sp040006215	GCA_040006215.1	1978231
45841	OLB17 sp040006435	GCA_040006435.1	1978231
45842	OLB17 sp040007515	GCA_040007515.1	1978231
45843	OLB17 sp040080065	GCA_040080065.1	2283092
45844	OLB17 sp040081025	GCA_040081025.1	2283092
45845	OLB17 sp040081695	GCA_040081695.1	2283092
45846	OLB17 sp040289905	GCA_040289905.1	2052146
45847	OLB17 sp040756215	GCA_040756215.1	1978231
45848	OLB17 sp041737885	GCA_041737885.1	2283092
45849	OLB17 sp041744395	GCA_041744395.1	2283092
45850	OLB17 sp041744555	GCA_041744555.1	2283092
45851	OLB17 sp041745075	GCA_041745075.1	2283092
45852	OLB17 sp041745575	GCA_041745575.1	2283092
45853	OLB17 sp041745615	GCA_041745615.1	2283092
45854	OLB17 sp041745735	GCA_041745735.1	2283092
45855	OLB17 sp041747575	GCA_041747575.1	2283092
45856	OLB17 sp041748715	GCA_041748715.1	2283092
45857	OLB17 sp041748975	GCA_041748975.1	2283092
45858	OLB17 sp041749555	GCA_041749555.1	2283092
45859	OLB17 sp041750855	GCA_041750855.1	2283092
45860	OLB17 sp041751035	GCA_041751035.1	2283092
45861	OLB17 sp041751195	GCA_041751195.1	2283092
45862	OLB17 sp041751355	GCA_041751355.1	2283092
45863	OLB17 sp041751735	GCA_041751735.1	2283092
45864	OLB17 sp902826385	GCA_902826385.1	171953
45865	OLB17 sp902826795	GCA_902826795.1	171953
45866	OLB17 sp936914845	GCA_936914845.1	1191519
45867	OLB17 sp937859595	GCA_937859595.1	171953
45868	OLB17 sp937871585	GCA_937871585.1	171953
45869	OLB17 sp937873515	GCA_937873515.1	171953
45870	OLB17 sp937941715	GCA_937941715.1	1191519
45872	OLB17 sp963169175	GCA_963169175.1	1978231
45873	PSRF01 sp002427845	GCA_002427845.1	1946320
45874	PSRF01 sp003175865	GCA_003175865.1	2052146
45875	PSRF01 sp003222935	GCA_003222935.1	1978231
45876	PSRF01 sp003488005	GCA_003488005.1	2052146
45877	PSRF01 sp013697915	GCA_013697915.1	2052146
45878	PSRF01 sp013811945	GCA_013811945.1	2283092
45879	PSRF01 sp013812905	GCA_013812905.1	2283092
45880	PSRF01 sp013817595	GCA_013817595.1	2283092
45881	PSRF01 sp014380365	GCA_014380365.1	2283092
45882	PSRF01 sp020199835	GCA_046261855.1	2283092
45883	PSRF01 sp020199975	GCA_020199975.1	1978231
45884	PSRF01 sp023717565	GCA_023717565.1	2283092
45885	PSRF01 sp023717605	GCA_023717605.1	2283092
45886	PSRF01 sp025922875	GCA_025922875.1	2283092
45887	PSRF01 sp025923035	GCA_025923035.1	2283092
45888	PSRF01 sp025937955	GCA_025937955.1	2283092
45889	PSRF01 sp030840675	GCA_030840675.1	2283092
45890	PSRF01 sp030841085	GCA_030841085.1	2283092
45891	PSRF01 sp030854375	GCA_030854375.1	1978231
45892	PSRF01 sp030854715	GCA_030854715.1	1978231
45893	PSRF01 sp030859905	GCA_030859905.1	1978231
45894	PSRF01 sp030913905	GCA_030913905.1	1978231
45895	PSRF01 sp030947265	GCA_030947265.1	1978231
45896	PSRF01 sp031365545	GCA_031365545.1	2283092
45897	PSRF01 sp031365905	GCA_031365905.1	2099375
45898	PSRF01 sp031366425	GCA_031366425.1	2283092
45899	PSRF01 sp031370285	GCA_031370285.1	2099375
45900	PSRF01 sp031371765	GCA_031371765.1	2052146
45901	PSRF01 sp031392315	GCA_031392315.1	2283092
45902	PSRF01 sp031396065	GCA_031396065.1	2283092
45903	PSRF01 sp031399105	GCA_031399105.1	2052146
45904	PSRF01 sp035248565	GCA_035248565.1	2283092
45905	PSRF01 sp035251975	GCA_035251975.1	2283092
45906	PSRF01 sp035257465	GCA_035257465.1	2283092
45907	PSRF01 sp035257785	GCA_035257785.1	2283092
45908	PSRF01 sp035263325	GCA_035263325.1	2283092
45909	PSRF01 sp035273325	GCA_035273325.1	2283092
45910	PSRF01 sp035273385	GCA_035273385.1	2283092
45911	PSRF01 sp035273425	GCA_035273425.1	2283092
45912	PSRF01 sp035275005	GCA_035275005.1	2283092
45913	PSRF01 sp035275045	GCA_035275045.1	2283092
45914	PSRF01 sp035276045	GCA_035276045.1	2283092
45915	PSRF01 sp035276425	GCA_035276425.1	2283092
45916	PSRF01 sp035278765	GCA_035278765.1	2283092
45917	PSRF01 sp035279345	GCA_035279345.1	2283092
45918	PSRF01 sp035281525	GCA_035281525.1	2283092
45919	PSRF01 sp035283325	GCA_035283325.1	2283092
45920	PSRF01 sp035283645	GCA_035283645.1	2283092
45921	PSRF01 sp035297925	GCA_035297925.1	2283092
45922	PSRF01 sp035457105	GCA_035457105.1	2283092
45923	PSRF01 sp035457565	GCA_035457565.1	2283092
45924	PSRF01 sp035463335	GCA_035463335.1	2283092
45925	PSRF01 sp035472495	GCA_035472495.1	2283092
45926	PSRF01 sp035491355	GCA_035491355.1	2283092
45927	PSRF01 sp035491875	GCA_035491875.1	2283092
45928	PSRF01 sp035512935	GCA_035512935.1	2283092
45929	PSRF01 sp035526805	GCA_035526805.1	2283092
45930	PSRF01 sp035543975	GCA_035543975.1	2283092
45931	PSRF01 sp035553235	GCA_035553235.1	2283092
45932	PSRF01 sp035557535	GCA_035557535.1	2283092
45933	PSRF01 sp035571655	GCA_035571655.1	2283092
45934	PSRF01 sp035601415	GCA_035601415.1	2283092
45935	PSRF01 sp035603895	GCA_035603895.1	2283092
45936	PSRF01 sp035606195	GCA_035606195.1	2283092
45937	PSRF01 sp035630655	GCA_035630655.1	2283092
45938	PSRF01 sp035643935	GCA_035643935.1	2283092
45939	PSRF01 sp035644135	GCA_035644135.1	2283092
45940	PSRF01 sp035646355	GCA_035646355.1	2283092
45941	PSRF01 sp035646955	GCA_035646955.1	2283092
45942	PSRF01 sp035649995	GCA_035649995.1	2283092
45943	PSRF01 sp035694465	GCA_035694465.1	2283092
45944	PSRF01 sp035696765	GCA_035696765.1	2283092
45945	PSRF01 sp035697425	GCA_035697425.1	2283092
45946	PSRF01 sp035697925	GCA_035697925.1	2283092
45947	PSRF01 sp035709205	GCA_965649955.1	77133
45948	PSRF01 sp035758935	GCA_035758935.1	2283092
45949	PSRF01 sp035760085	GCA_035760085.1	2283092
45950	PSRF01 sp035760365	GCA_035760365.1	2283092
45951	PSRF01 sp035761985	GCA_035761985.1	2283092
45952	PSRF01 sp035762365	GCA_035762365.1	2283092
45953	PSRF01 sp035941575	GCA_035941575.1	2283092
45954	PSRF01 sp035941655	GCA_035941655.1	2283092
45955	PSRF01 sp036003745	GCA_036003745.1	2283092
45956	PSRF01 sp036004125	GCA_036004125.1	2283092
45957	PSRF01 sp036006355	GCA_036006355.1	2283092
45958	PSRF01 sp036006625	GCA_036006625.1	2283092
45959	PSRF01 sp036009285	GCA_036009285.1	2283092
45960	PSRF01 sp036009765	GCA_036009765.1	2283092
45961	PSRF01 sp036265575	GCA_036265575.1	2283092
45962	PSRF01 sp036266055	GCA_036266055.1	2283092
45963	PSRF01 sp036276375	GCA_036276375.1	2283092
45964	PSRF01 sp036279935	GCA_036279935.1	2283092
45965	PSRF01 sp036280855	GCA_036280855.1	2283092
45966	PSRF01 sp036281015	GCA_036281015.1	2283092
45967	PSRF01 sp036377375	GCA_036377375.1	2283092
45968	PSRF01 sp036379695	GCA_036379695.1	2283092
45969	PSRF01 sp036395055	GCA_036395055.1	2283092
45970	PSRF01 sp036401595	GCA_036401595.1	2283092
45971	PSRF01 sp036498585	GCA_036498585.1	2283092
45972	PSRF01 sp036503085	GCA_036503085.1	2283092
45973	PSRF01 sp036506215	GCA_036506215.1	2283092
45974	PSRF01 sp036506775	GCA_036506775.1	2283092
45975	PSRF01 sp036507195	GCA_036507195.1	2283092
45976	PSRF01 sp036518995	GCA_036518995.1	2283092
45977	PSRF01 sp036522415	GCA_036522415.1	2283092
45978	PSRF01 sp036522475	GCA_036522475.1	2283092
45979	PSRF01 sp036554845	GCA_036554845.1	2283092
45980	PSRF01 sp036559885	GCA_036559885.1	2283092
45981	PSRF01 sp036560225	GCA_036560225.1	2283092
45982	PSRF01 sp036745095	GCA_036745095.1	2283092
45983	PSRF01 sp038040525	GCA_038040525.1	1978231
45984	PSRF01 sp039930405	GCA_039930405.1	1869227
45985	PSRF01 sp040002755	GCA_040002755.1	1978231
45986	PSRF01 sp040003675	GCA_040003675.1	1869227
45987	PSRF01 sp040003695	GCA_040003695.1	1869227
45988	PSRF01 sp040004575	GCA_040004575.1	1869227
45989	PSRF01 sp040005515	GCA_040005515.1	1869227
45990	PSRF01 sp041487335	GCA_041487335.1	2283092
45991	PSRF01 sp041493085	GCA_041493085.1	2283092
45992	PSRF01 sp041498935	GCA_041498935.1	2283092
45993	PSRF01 sp041742785	GCA_041742785.1	2283092
45994	PSRF01 sp041744135	GCA_041744135.1	2283092
45995	PSRF01 sp041744295	GCA_041744295.1	2283092
45996	PSRF01 sp041745915	GCA_041745915.1	2283092
45997	PSRF01 sp041748795	GCA_041748795.1	2283092
45998	PSRF01 sp041750995	GCA_041750995.1	2283092
45999	PSRF01 sp041751855	GCA_041751855.1	2283092
46001	Pyrinomonas methylaliphatogenes	GCF_000820845.2	454194
46002	Pyrinomonas sp040289685	GCF_040289685.1	2080306
46003	Pyrinomonas sp937135995	GCA_937135995.1	1562568
46004	QHXM01 sp003222945	GCA_003222945.1	1978231
46005	QHXM01 sp013698055	GCA_013698055.1	1978231
46006	QHXM01 sp032159235	GCA_032159235.1	1978231
46007	QHXM01 sp032159825	GCA_032159825.1	1978231
46008	QHXM01 sp032160165	GCA_032160165.1	1978231
46009	QHXM01 sp032160705	GCA_032160705.1	1978231
46010	QHXM01 sp035253525	GCA_035253525.1	2283092
46011	QHXM01 sp035275605	GCA_035275605.1	2283092
46012	QHXM01 sp035563515	GCA_035563515.1	2283092
46013	QHXM01 sp036392495	GCA_036392495.1	2283092
46014	QHXM01 sp036403435	GCA_036403435.1	2283092
46015	QHXN01 sp003222975	GCA_003222975.1	1978231
46016	QHXN01 sp019239425	GCA_019239425.1	1978231
46017	QHXN01 sp019242475	GCA_019242475.1	1978231
46018	QHXN01 sp020200135	GCA_020200135.1	1978231
46019	QHXN01 sp030860645	GCA_030860645.1	1978231
46020	QHXN01 sp030914105	GCA_030914105.1	1978231
46021	QHXN01 sp032162705	GCA_032162705.1	1978231
46022	QHXN01 sp032230645	GCA_032230645.1	1978231
46023	QHXN01 sp035248785	GCA_035248785.1	2283092
46024	QHXN01 sp035296285	GCA_035296285.1	2283092
46025	QHXN01 sp035474235	GCA_035474235.1	2283092
46026	QHXN01 sp035563275	GCA_035563275.1	2283092
46027	QHXN01 sp035563535	GCA_035563535.1	2283092
46028	QHXN01 sp035627975	GCA_035627975.1	2283092
46029	QHXN01 sp035630035	GCA_035630035.1	2283092
46030	QHXN01 sp035645715	GCA_035645715.1	2283092
46031	QHXN01 sp035652995	GCA_035652995.1	2283092
46032	QHXN01 sp035941045	GCA_035941045.1	2283092
46033	QHXN01 sp035947355	GCA_035947355.1	2283092
46034	QHXN01 sp036263975	GCA_036263975.1	2283092
46035	QHXN01 sp036379655	GCA_036379655.1	2283092
46036	QHXN01 sp036387195	GCA_036387195.1	2283092
46037	QHXN01 sp036387455	GCA_036387455.1	2283092
46038	QHXN01 sp036388135	GCA_036388135.1	2283092
46039	QHXN01 sp036388915	GCA_036388915.1	2283092
46040	QHXN01 sp036389235	GCA_036389235.1	2283092
46041	QHXN01 sp036389815	GCA_036389815.1	2283092
46042	QHXN01 sp036399155	GCA_036399155.1	2283092
46043	QHXN01 sp036794905	GCA_036794905.1	2283092
46044	QHXN01 sp040509515	GCA_040509515.1	2283092
46045	QHXN01 sp040510435	GCA_040510435.1	2283092
46046	QHXQ01 sp003223935	GCA_003223935.1	1978231
46047	QHXQ01 sp031359515	GCA_031359515.1	1978231
46048	QHXQ01 sp036389375	GCA_036389375.1	2283092
46049	QHXQ01 sp036389395	GCA_036389395.1	2283092
46050	QHXQ01 sp038237345	GCA_038237345.1	3121915
46051	QHXQ01 sp038322995	GCA_038322995.1	3121915
46052	SXVE01 sp005790265	GCA_005790265.1	1978231
46053	SXVE01 sp025463125	GCA_025463125.1	1978231
46054	SXVE01 sp030855875	GCA_030855875.1	1978231
46055	SXVE01 sp036388895	GCA_036388895.1	2283092
46056	UBA11740 sp003168335	GCA_003168335.1	2052146
46057	UBA11740 sp003222845	GCA_003222845.1	1978231
46058	UBA11740 sp003222855	GCA_003222855.1	1978231
46059	UBA11740 sp003222895	GCA_003222895.1	1978231
46060	UBA11740 sp003487805	GCA_003487805.1	2052146
46061	UBA11740 sp021323895	GCA_021323895.1	1978231
46062	UBA11740 sp033850605	GCA_033850605.1	2052146
46063	UBA11740 sp033856735	GCA_033856735.1	2052146
46064	UBA11740 sp033856915	GCA_033856915.1	2052146
46065	UBA11740 sp033857635	GCA_033857635.1	2052146
46066	UBA11740 sp033858155	GCA_033858155.1	2052146
46067	UBA11740 sp035273405	GCA_035273405.1	2283092
46068	UBA11740 sp035274925	GCA_035274925.1	2283092
46069	UBA11740 sp035300785	GCA_035300785.1	2283092
46070	UBA11740 sp035317005	GCA_035317005.1	2283092
46071	UBA11740 sp035469005	GCA_035469005.1	2283092
46072	UBA11740 sp035545035	GCA_035545035.1	2283092
46073	UBA11740 sp035577445	GCA_035577445.1	2283092
46074	UBA11740 sp035601635	GCA_035601635.1	2283092
46075	UBA11740 sp035606795	GCA_035606795.1	2283092
46076	UBA11740 sp035635855	GCA_035635855.1	2283092
46077	UBA11740 sp035639235	GCA_035639235.1	2283092
46078	UBA11740 sp036001745	GCA_036001745.1	2283092
46079	UBA11740 sp036006125	GCA_036006125.1	2283092
46080	UBA11740 sp036266295	GCA_036266295.1	2283092
46081	UBA11740 sp036277115	GCA_036277115.1	2283092
46082	UBA11740 sp036374695	GCA_036374695.1	2283092
46083	UBA11740 sp036403735	GCA_036403735.1	2283092
46084	UBA11740 sp036505595	GCA_036505595.1	2283092
46085	UBA11740 sp036559945	GCA_036559945.1	2283092
46086	UBA11740 sp038040505	GCA_038040505.1	1978231
46087	UBA11740 sp038210455	GCA_038210455.1	3121915
46088	UBA11740 sp038230715	GCA_038230715.1	3121915
46089	UBA11740 sp041492345	GCA_041492345.1	2283092
46090	UBA11740 sp041497335	GCA_041497335.1	2283092
46091	CAIOZW01 sp040378705	GCA_040378705.1	1978231
46092	CAIOZW01 sp040380245	GCA_040380245.1	1978231
46093	CAIOZW01 sp041160645	GCA_041160645.1	1978231
46094	CAIOZW01 sp041182745	GCA_041182745.1	1978231
46095	CAIOZW01 sp903828635	GCA_903828635.1	171953
46096	CAIOZW01 sp903862855	GCA_903862855.1	171953
46097	DALYLB01 sp031976515	GCA_031976515.1	2052146
46098	DALYLB01 sp033763135	GCA_033763135.1	2052146
46099	DASRDU01 sp035560235	GCA_035560235.1	2052146
46100	DASRDU01 sp035652435	GCA_035652435.1	2052146
46101	JACPYM01 sp013140935	GCA_013140935.1	1978231
46102	JACPYM01 sp016196035	GCA_016196035.1	1978231
46103	JACPYM01 sp031414155	GCA_031414155.1	1978231
46104	JACPYM01 sp031418175	GCA_031418175.1	1978231
46105	JACPYM01 sp031423495	GCA_031423495.1	1978231
46106	JADJLO01 sp016710075	GCA_016710075.1	1978231
46107	JADJXM01 sp016700195	GCA_016700195.1	1978231
46108	JADJXM01 sp016715865	GCA_016715865.1	1978231
46109	JADJXM01 sp937967285	GCA_050249535.1	2835631
46110	JAFDVL01 sp016789725	GCA_016789725.1	2052146
46111	JAFDVL01 sp018268995	GCA_018268995.1	1978231
46112	JAFDVL01 sp031359775	GCA_031359775.1	2052146
46113	JAFDVL01 sp031371805	GCA_031371805.1	2052146
46114	JAFDVL01 sp031398365	GCA_031398365.1	2052146
46115	JAFDVL01 sp031409955	GCA_031409955.1	2052146
46116	JAFDVL01 sp031423535	GCA_031423535.1	2052146
46117	JAHBSF01 sp019639255	GCA_019639255.1	1978231
46118	JAJVID01 sp022072205	GCA_022072205.1	1978231
46119	JAJVID01 sp035275345	GCA_035275345.1	2052146
46120	JAJVID01 sp035275805	GCA_035275805.1	2052146
46121	JAJVID01 sp035714085	GCA_035714085.1	2052146
46122	JAJVID01 sp036274535	GCA_036274535.1	2052146
46123	JAJVID01 sp036565725	GCA_036565725.1	2052146
46124	JAKEHZ01 sp022614735	GCA_022614735.1	1978231
46125	JAKEHZ01 sp035280505	GCA_035280505.1	2052146
46126	JANNRD01 sp031401095	GCA_031401095.1	1978231
46127	JANNRD01 sp040007555	GCA_040007555.1	1978231
46128	JBBIWA01 sp037439425	GCA_037439425.1	1978231
46129	RBC074 sp016789605	GCA_016789605.1	1978231
46130	RBC074 sp016789645	GCA_016789645.1	1978231
46131	RBC074 sp017991275	GCA_017991275.1	1978231
46132	RBC074 sp018269055	GCA_018269055.1	1978231
46133	RBC074 sp021155085	GCA_021155085.1	2831445
46134	RBC074 sp033763255	GCA_033763255.1	1978231
46135	RBC074 sp035331565	GCA_035331565.1	2052146
46136	RBC074 sp035429885	GCA_035429885.1	2052146
46137	RBC074 sp038211695	GCA_038211695.1	2052146
46138	RBC074 sp039922135	GCA_039922135.1	2052146
46139	RBC074 sp040007715	GCA_040007715.1	1978231
46140	RBC074 sp902825875	GCA_902825875.1	171953
46141	DAOMFM01 sp035429825	GCA_044224215.1	2052146
46142	JADIYM01 sp016705245	GCA_016705245.1	2052146
46143	JADIYM01 sp021463145	GCA_021463145.1	2052146
46144	DASTET01 sp035709445	GCA_035709445.1	2052146
46145	DASUNP01 sp035249305	GCA_035249305.1	2052146
46146	DASUNP01 sp036277095	GCA_036277095.1	2052146
46147	DASYSA01 sp036003885	GCA_036003885.1	2052146
46148	DASYSA01 sp041483295	GCA_041483295.1	2052146
46149	DATBMY01 sp036554605	GCA_036554605.1	2052146
46150	DATDOV01 sp035293105	GCA_035293105.1	2052146
46151	DATEKX01 sp035277165	GCA_035277165.1	2052146
46152	DATENM01 sp035248905	GCA_035248905.1	2052146
46153	DATENM01 sp035275065	GCA_035275065.1	2052146
46154	DATENM01 sp039648975	GCA_039648975.1	2052146
46155	DATFXM01 sp035315885	GCA_035315885.1	2052146
46156	DATLMR01 sp035537555	GCA_035537555.1	2052146
46157	DATLMR01 sp035634255	GCA_035634255.1	2052146
46158	DATLXU01 sp035575515	GCA_035575515.1	2052146
46161	JACQDB01 sp016201275	GCA_016201275.1	1978231
46162	JACQDB01 sp031389065	GCA_031389065.1	1978231
46174	JAKEHD01 sp022615215	GCA_022615215.1	2052146
46175	JBFMDH01 sp040754075	GCA_040754075.1	1978231
46176	QHVH01 sp003222245	GCA_003222245.1	2169413
46177	QHVH01 sp023265195	GCA_023265195.1	2052146
46178	UBA7656 sp002483445	GCA_002483445.1	1946321
46179	UBA7656 sp040755335	GCA_040755335.1	1978231
46180	CAIWXX01 sp903916735	GCA_903916735.1	171953
46181	JACPPM01 sp016191015	GCA_016191015.1	1978231
46182	JBFMAF01 sp040755995	GCA_040755995.1	1978231
46183	DASWHO01 sp036398155	GCA_036398155.1	1978231
46184	G020349885 sp020349885	GCA_020349885.1	1978231
46185	HRBIN11 sp002898535	GCA_002898535.1	2035406
46186	HRBIN11 sp025061865	GCA_025061865.1	1978231
46187	HRBIN11 sp030550225	GCA_030550225.1	1978231
46188	JAKEFK01 sp022616075	GCA_022616075.1	1869227
46189	MFGW01 sp001780385	GCA_001780385.1	1817863
46190	Acanthopleuribacter pedis	GCF_017377855.1	442870
46191	Acanthopleuribacter sp030429565	GCA_030429565.1	2073116
46192	GCA-2747255 sp002747255	GCA_002747255.1	1978231
46193	JACJWC01 sp020637335	GCA_020637335.1	1978231
46194	JAGQSC01 sp020439745	GCA_020439745.1	1978231
46195	JAGQSC01 sp029263455	GCA_029263455.1	2073116
46196	JASJCB01 sp030066195	GCA_030066195.1	1978231
46197	Sulfidibacter corallicola	GCF_017498545.1	2818388
46198	DAOPYE01 sp035352715	GCA_035352715.1	2582906
46199	Geothrix alkalitolerans	GCF_022808885.1	2922724
46200	Geothrix campi	GCF_024609265.1	2966450
46201	Geothrix edaphica	GCF_030268045.1	2927976
46202	Geothrix fermentans	GCF_000428885.1	1121920
46203	Geothrix fuzhouensis	GCF_024609325.1	2966451
46204	Geothrix limicola	GCF_030268085.1	2927978
46205	Geothrix odensensis	GCA_016714685.1	2954440
46206	Geothrix oryzae	GCF_030295385.1	2927975
46207	Geothrix oryzisoli	GCF_022808865.1	2922721
46208	Geothrix paludis	GCF_022808815.1	2922722
46209	Geothrix rubra	GCF_030268065.1	2927977
46210	Geothrix skivensis	GCA_016721195.1	2954439
46211	Geothrix sp003158505	GCA_003158505.1	2052165
46212	Geothrix sp003538615	GCA_003538615.1	2052165
46213	Geothrix sp013334395	GCA_013334395.1	2052165
46214	Geothrix sp013390615	GCF_030219325.1	1962974
46215	Geothrix sp016195985	GCA_016195985.1	1978231
46216	Geothrix sp017859995	GCA_017859995.1	2052165
46217	Geothrix sp020622065	GCF_020622065.1	1962974
46218	Geothrix sp021286765	GCA_021286765.1	2052165
46219	Geothrix sp021778785	GCA_021778785.1	1978231
46220	Geothrix sp021794095	GCA_021794095.1	1978231
46221	Geothrix sp021802985	GCA_021802985.1	1978231
46222	Geothrix sp021812805	GCA_021812805.1	1978231
46223	Geothrix sp023701165	GCA_023701165.1	1962974
46224	Geothrix sp025355915	GCA_025355915.1	2052165
46225	Geothrix sp025361045	GCA_025361045.1	1962974
46226	Geothrix sp025361205	GCA_025361205.1	2052165
46227	Geothrix sp025363715	GCA_025363715.1	2052165
46228	Geothrix sp027451045	GCA_027451045.1	2052165
